,BTC,ETH,LTC,BCH,TRX,XRP,EOS
433,3783.88,147.32,31.4,153.25,0.02029,0.3522,2.65
434,3841.13,154.7,32.43,157.22,0.02193,0.35100000000000003,2.73
435,3829.09,150.49,34.61,158.08,0.02219,0.3527,2.67
436,4001.35,150.18,37.22,159.4,0.02097,0.3638,2.75
437,3990.34,147.76,37.8,157.51,0.02351,0.3607,2.78
438,4013.0,150.05,38.76,157.54,0.026119999999999997,0.3626,2.82
439,3631.07,124.07,32.3,130.38,0.02443,0.3227,2.34
440,3616.41,123.1,31.37,127.74,0.02494,0.3265,2.37
441,3611.2,124.66,31.76,130.08,0.023280000000000002,0.3288,2.42
442,3528.24,114.75,29.75,122.32,0.02109,0.3161,2.24
443,3544.53,116.49,29.98,123.35,0.02103,0.3182,2.28
444,3590.49,118.19,30.68,125.67,0.02392,0.3231,2.37
445,3611.38,120.42,30.93,126.52,0.02389,0.3261,2.39
446,3586.92,118.33,30.21,124.92,0.02426,0.3242,2.39
447,3620.44,119.39,30.7,125.41,0.02494,0.3212,2.44
448,3643.01,120.57,31.13,126.75,0.02402,0.3241,2.48
449,3529.25,112.96,30.48,120.79,0.02334,0.3145,2.31
450,3535.19,114.48,30.57,120.71,0.023719999999999998,0.3163,2.32
451,3473.77,112.04,29.79,116.7,0.02518,0.3091,2.29
452,3543.96,115.99,31.49,127.19,0.02586,0.3151,2.43
453,3546.5,114.63,31.29,126.64,0.0264,0.3143,2.43
454,3539.41,115.13,32.11,125.58,0.026789999999999998,0.3134,2.44
455,3578.62,115.69,32.74,125.32,0.026989999999999997,0.3145,2.4
456,3511.29,111.58,31.43,118.0,0.028610000000000003,0.305,2.34
457,3402.56,101.94,30.11,105.52,0.02556,0.2838,2.18
458,3369.19,102.95,30.14,106.19,0.02638,0.2836,2.22
459,3395.94,103.68,30.68,107.91,0.027139999999999997,0.2863,2.27
460,3422.83,105.75,31.16,112.79,0.02544,0.3057,2.32
461,3398.96,104.14,30.85,110.8,0.02437,0.2978,2.31
462,3441.21,106.25,32.62,114.82,0.025960000000000004,0.3053,2.35
463,3424.42,105.82,32.83,116.15,0.02532,0.2982,2.37
464,3429.21,106.44,33.26,116.86,0.025169999999999998,0.2973,2.39
465,3415.67,105.88,33.59,115.79,0.02609,0.2961,2.37
466,3362.24,101.25,32.23,110.58,0.0253,0.2878,2.31
467,3369.1,103.69,32.76,113.34,0.02514,0.2884,2.35
468,3363.32,103.51,32.84,113.58,0.02576,0.2897,2.36
469,3616.11,117.49,42.34,125.12,0.02647,0.3075,2.71
470,3611.46,116.33,42.12,120.9,0.025419999999999998,0.2995,2.69
471,3608.18,119.73,41.72,120.03,0.024480000000000002,0.3017,2.76
472,3574.22,118.25,41.88,117.8,0.02398,0.2975,2.74
473,3590.01,121.11,40.72,120.27,0.02401,0.3011,2.85
