,BTC,ETH,LTC,BCH,TRX,XRP,EOS
347,6631.79,227.49,58.68,518.92,0.02609,0.4805,5.92
348,6581.07,225.26,57.82,513.62,0.025519999999999998,0.46399999999999997,5.92
349,6209.47,189.83,50.81,431.68,0.02099,0.3809,5.09
350,6252.1,195.97,53.3,441.0,0.02295,0.4193,5.2
351,6267.27,199.45,53.42,449.93,0.0239,0.4194,5.3
352,6277.73,194.99,51.94,438.99,0.02376,0.4064,5.2
353,6612.69,210.8,54.68,463.11,0.02565,0.4555,5.59
354,6583.05,210.22,53.9,459.13,0.02486,0.4774,5.57
355,6576.4,207.6,53.67,450.87,0.02495,0.4774,5.56
356,6489.37,202.49,52.35,439.55,0.02475,0.4619,5.46
357,6469.28,202.86,52.81,442.07,0.024419999999999997,0.4567,5.4
358,6490.6,205.08,53.31,449.57,0.024669999999999997,0.4646,5.45
359,6509.87,204.77,52.76,451.07,0.02456,0.4613,5.51
360,6484.32,203.6,52.12,452.57,0.02425,0.4575,5.46
361,6470.63,203.7,52.6,444.87,0.02376,0.4658,5.49
362,6476.52,202.93,52.27,444.95,0.023790000000000002,0.461,5.43
363,6462.77,201.23,52.17,442.73,0.02361,0.4604,5.43
364,6457.21,203.37,52.05,441.13,0.024,0.4641,5.45
365,6470.17,202.79,51.9,438.48,0.0235,0.4587,5.42
366,6470.74,203.73,51.79,441.15,0.02377,0.4621,5.44
367,6314.38,195.67,48.71,416.5,0.02226,0.44299999999999995,5.15
368,6309.11,196.22,49.04,422.11,0.022359999999999998,0.4459,5.14
369,6342.81,197.85,49.67,425.36,0.02251,0.4524,5.25
370,6381.3,198.73,50.33,425.0,0.02257,0.4593,5.29
371,6394.65,201.02,51.41,463.8,0.02308,0.4589,5.4
372,6376.55,199.47,50.82,479.96,0.02284,0.4558,5.32
373,6467.05,211.31,54.23,569.53,0.02368,0.4686,5.54
374,6433.53,209.7,53.64,561.85,0.02392,0.4993,5.51
375,6479.72,219.55,56.03,631.45,0.02474,0.5529,5.78
376,6530.94,218.04,54.06,618.32,0.0241,0.5381,5.67
377,6446.06,211.29,52.28,576.75,0.02335,0.4944,5.53
378,6377.99,209.39,51.89,544.33,0.0233,0.5016,5.41
379,6396.39,211.9,52.18,556.78,0.02314,0.5061,5.43
380,6408.18,211.7,51.12,533.77,0.02307,0.5069,5.49
381,6375.08,210.81,50.68,516.24,0.02279,0.5208,5.46
382,6339.17,206.43,49.42,514.43,0.02241,0.5121,5.29
383,5740.51,182.72,43.38,444.07,0.01991,0.475,4.75
384,5647.5,181.55,43.96,381.0,0.01942,0.4839,4.76
385,5586.97,174.84,42.28,355.2,0.01917,0.4736,4.59
386,5567.95,174.22,41.83,361.28,0.01929,0.4943,4.63
387,5615.26,177.55,42.13,338.0,0.019030000000000002,0.5128,4.65
388,4809.62,148.22,36.27,266.19,0.01598,0.4775,4.13
389,4441.81,130.74,32.86,247.55,0.0142,0.4369,3.81
390,4593.04,136.5,34.6,258.19,0.01489,0.4476,3.84
391,4320.68,124.83,31.56,250.22,0.013869999999999999,0.4225,3.53
392,4343.42,123.37,32.05,229.97,0.013919999999999998,0.4089,3.66
393,3854.11,112.74,29.0,195.62,0.01268,0.3755,3.3
394,4004.46,116.68,30.84,205.38,0.01259,0.3782,3.4
395,3784.77,108.89,29.5,195.69,0.01192,0.359,3.24
396,3822.99,110.21,31.13,205.28,0.01205,0.3626,3.05
397,4263.52,122.88,34.63,222.57,0.01488,0.3925,3.3
398,4286.85,117.48,33.68,208.28,0.01573,0.3812,3.04
399,4009.67,112.87,31.85,195.7,0.01457,0.363,2.89
400,4197.7,118.5,34.13,195.44,0.015280000000000002,0.3737,2.97
401,4143.86,115.97,33.59,198.23,0.01505,0.3695,2.87
402,3871.41,108.23,30.7,181.88,0.014430000000000002,0.3468,2.59
403,3948.44,109.82,30.95,174.49,0.014519999999999998,0.3519,2.47
404,3737.53,101.57,28.92,151.42,0.01407,0.337,2.19
405,3485.18,90.43,26.53,119.77,0.01295,0.3074,1.85
