,BTC,ETH,LTC,BCH,TRX,XRP,EOS
210,7355.06,585.76,118.44,1006.46,0.07245,0.609,12.21
211,7362.23,569.64,117.96,996.48,0.07016,0.6044,12.44
212,7118.88,512.03,111.17,883.18,0.05969,0.5478,11.51
213,7474.75,566.59,119.5,988.06,0.06402000000000001,0.5997,12.14
214,7393.02,557.12,117.23,982.87,0.06147999999999999,0.6005,11.88
215,7502.15,577.23,118.38,996.48,0.06018,0.6111,12.23
216,7530.55,579.01,120.2,1001.86,0.05826,0.6209,12.23
217,7643.26,590.53,123.62,1084.22,0.06076,0.6428,14.62
218,7719.75,619.04,125.18,1168.41,0.06172999999999999,0.6883,14.52
219,7503.2,591.31,119.96,1097.9,0.05873,0.6555,13.43
220,7629.4,608.23,122.08,1150.06,0.06034,0.6743,14.15
221,7661.79,606.3,121.49,1129.12,0.05915,0.6737,13.91
222,7700.11,604.44,121.63,1144.55,0.059070000000000004,0.6774,14.6
223,7627.52,599.55,119.99,1115.05,0.05752,0.6734,14.01
224,7513.69,593.38,117.46,1085.65,0.05711,0.6573,14.11
225,6773.72,524.74,106.75,937.21,0.04718,0.5817,11.01
226,6887.37,531.15,107.22,954.26,0.04832,0.5988,11.3
227,6556.94,494.53,100.04,870.75,0.04369,0.5575,9.98
228,6310.43,476.3,93.74,842.82,0.04082,0.5301,10.0
229,6643.26,519.83,101.02,895.36,0.04505,0.5576,11.25
230,6396.71,487.51,95.55,842.61,0.042319999999999997,0.5338,10.54
231,6503.1,497.22,96.7,850.03,0.04305,0.5326,10.54
232,6457.78,496.74,94.98,847.28,0.042460000000000005,0.5269,10.34
233,6714.82,517.63,98.73,884.91,0.04495,0.5391,10.73
234,6741.28,538.45,98.66,907.69,0.04979,0.5492,10.7
235,6761.27,536.16,97.85,891.94,0.04977,0.5396,10.43
236,6720.64,525.77,96.7,871.58,0.048780000000000004,0.5341,10.41
237,6051.47,462.16,84.96,751.41,0.04272,0.4826,8.53
238,6166.54,474.18,82.97,762.42,0.04392,0.4906,8.37
239,6157.78,455.25,80.62,747.18,0.04212,0.4747,8.05
240,6260.35,458.82,81.61,754.23,0.0421,0.4805,8.18
241,6088.39,429.58,75.83,695.38,0.03835,0.4525,7.36
242,6141.57,441.75,80.73,713.38,0.03889,0.4712,7.99
243,5871.28,420.72,74.19,658.97,0.03658,0.4467,7.38
244,6203.8,435.25,79.04,715.5,0.037489999999999996,0.4538,7.75
245,6385.38,453.42,81.12,747.61,0.03833,0.4685,8.12
246,6339.04,451.95,79.89,736.91,0.037989999999999996,0.4612,8.13
247,6615.66,476.58,85.49,781.02,0.04007,0.4899,8.98
248,6509.58,461.95,84.99,755.83,0.03887,0.4846,8.81
249,6590.06,467.19,85.4,763.41,0.0394,0.49200000000000005,8.91
250,6534.81,467.55,83.3,743.02,0.038380000000000004,0.4773,8.85
251,6602.02,469.93,83.08,732.78,0.03757,0.4764,8.63
252,6758.08,485.81,84.88,772.76,0.03828,0.4851,8.86
253,6707.38,486.19,82.22,749.2,0.03754,0.4782,8.71
254,6668.84,471.48,80.47,729.59,0.03623,0.4731,7.69
255,6306.85,432.69,75.94,686.77,0.03358,0.4426,7.14
256,6394.36,445.59,78.3,707.1,0.03362,0.449,7.16
257,6253.6,430.91,76.99,686.84,0.03202,0.4379,6.92
258,6229.83,432.46,76.62,694.23,0.033089999999999994,0.43799999999999994,6.9
259,6268.75,433.74,76.27,702.02,0.033460000000000004,0.4388,6.94
260,6364.26,449.62,78.63,724.17,0.03437,0.4474,7.4
261,6740.55,478.75,83.67,801.6,0.03754,0.4824,8.1
262,7326.7,499.06,89.05,852.79,0.039869999999999996,0.5066,8.78
263,7383.39,479.02,86.32,824.39,0.03959,0.4887,8.6
264,7477.5,468.65,86.2,824.27,0.037860000000000005,0.4768,8.42
265,7333.93,448.84,81.82,764.92,0.03472,0.4448,7.85
266,7405.4,461.04,83.61,787.28,0.03568,0.4544,8.0
267,7398.64,457.65,82.3,785.21,0.03514,0.4488,7.85
