,BTC,ETH,LTC,BCH,TRX,XRP,EOS
0,5871.04,297.05,55.79,420.87,0.0036899999999999997,0.2008,0.5409
1,6295.43,311.3,57.83,523.08,0.00469,0.2053,0.6793
2,6226.18,311.94,58.66,482.58,0.0037,0.2044,0.747
3,6467.2,310.86,56.74,456.3,0.0034,0.2034,0.7826
4,6738.74,304.77,55.62,546.11,0.00283,0.2006,1.33
5,7339.91,293.03,54.9,593.68,0.0027,0.2065,1.3
6,7445.62,307.14,56.13,686.21,0.00263,0.2263,1.42
7,7492.24,304.65,56.12,641.55,0.0026,0.2061,1.3
8,7599.44,300.65,55.45,637.29,0.00255,0.2033,1.18
9,7429.7,306.8,55.79,656.75,0.00248,0.2067,1.09
10,7222.37,303.76,63.49,617.44,0.00234,0.2065,0.9937
11,7869.1,319.2,64.07,644.2,0.00247,0.2235,1.19
12,7457.12,329.21,66.9,675.39,0.00246,0.2218,1.21
13,7318.97,324.22,65.75,1029.27,0.00243,0.2185,1.19
14,6821.5,320.05,63.77,1414.14,0.00233,0.2147,1.19
15,6490.53,317.22,62.26,2694.37,0.0031,0.2094,1.19
16,6760.15,318.58,61.84,1515.47,0.0023,0.2001,1.19
17,6728.59,337.15,63.41,1374.76,0.00263,0.2103,1.69
18,7330.06,345.18,76.1,1318.8,0.00262,0.2101,1.73
19,7964.64,334.85,72.5,1193.4,0.00235,0.2809,1.87
20,8000.19,334.55,71.29,1209.41,0.0023,0.2376,1.82
21,7857.52,349.46,69.77,1371.18,0.0022,0.2293,1.99
22,8100.87,371.32,73.24,1257.17,0.00206,0.237,2.06
23,8294.12,372.82,73.16,1252.75,0.00224,0.2462,2.05
24,8368.36,372.87,72.85,1247.73,0.00225,0.2444,2.12
25,8304.37,381.61,72.04,1346.06,0.003,0.2417,1.99
26,8266.55,424.92,76.77,1663.3,0.003,0.2503,1.98
27,8332.94,478.38,77.61,1765.76,0.0026,0.2443,1.91
28,8761.98,483.38,89.47,1635.9,0.00227,0.2531,2.07
29,9474.62,471.5,88.77,1729.0,0.00248,0.2492,2.71
30,9733.61,489.43,93.11,1720.27,0.00235,0.2497,2.96
31,9969.58,478.46,94.53,1592.39,0.00275,0.2806,3.06
32,11417.84,515.44,103.03,1627.86,0.00294,0.2797,3.36
33,10689.06,460.81,92.23,1415.75,0.00242,0.2468,2.98
34,10942.8,467.22,100.22,1451.12,0.0023899999999999998,0.2511,3.25
35,11175.23,471.39,103.41,1464.77,0.0022,0.2494,3.98
36,11851.09,481.56,106.77,1621.91,0.0022,0.2586,4.12
37,11624.63,472.16,103.95,1543.78,0.0021899999999999997,0.2486,4.2
38,11901.87,467.84,103.91,1581.8,0.0022,0.2469,4.57
39,13843.2,456.87,103.0,1461.22,0.00419,0.23399999999999999,5.12
40,16879.26,434.85,99.81,1363.09,0.00591,0.2197,4.47
41,17294.85,461.1,136.4,1560.71,0.00414,0.253,4.5
42,16313.18,507.36,179.54,1466.48,0.00458,0.2446,4.63
43,15783.2,472.78,156.72,1369.53,0.00449,0.2366,4.01
