Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,54.65999984741211,55.040000915527344,54.16999816894531,54.52000045776367,44.64241027832031,961000
2010-01-05,54.349998474121094,54.81999969482422,53.939998626708984,54.2599983215332,44.42950439453125,1136400
2010-01-06,54.13999938964844,54.470001220703125,53.79999923706055,54.029998779296875,44.24117660522461,1670700
2010-01-07,53.75,54.900001525878906,53.75,54.66999816894531,44.76523208618164,973600
2010-01-08,54.470001220703125,56.22999954223633,54.119998931884766,56.220001220703125,46.034420013427734,1075200
2010-01-11,57.099998474121094,58.029998779296875,56.56999969482422,57.81999969482422,47.344539642333984,1682100
2010-01-12,57.45000076293945,58.09000015258789,57.380001068115234,57.939998626708984,47.442787170410156,1750700
2010-01-13,58.09000015258789,58.59000015258789,57.09000015258789,58.25,47.69663619995117,1371800
2010-01-14,58.029998779296875,58.939998626708984,57.560001373291016,58.790000915527344,48.1387939453125,1003100
2010-01-15,58.65999984741211,59.150001525878906,57.939998626708984,58.560001373291016,47.95045852661133,1712000
2010-01-19,61.7400016784668,62.849998474121094,60.58000183105469,61.41999816894531,50.29231262207031,3741400
2010-01-20,61.130001068115234,61.18000030517578,59.400001525878906,60.61000061035156,49.629058837890625,2339800
2010-01-21,60.400001525878906,61.43000030517578,58.7599983215332,59.52000045776367,48.736549377441406,2014800
2010-01-22,59.439998626708984,59.439998626708984,57.59000015258789,57.619998931884766,47.180763244628906,1462900
2010-01-25,58.52000045776367,59.040000915527344,56.369998931884766,57.369998931884766,46.9760627746582,2042900
2010-01-26,56.900001525878906,57.29999923706055,56.06999969482422,56.599998474121094,46.34556579589844,2343600
2010-01-27,56.4900016784668,57.7400016784668,56.150001525878906,57.400001525878906,47.000633239746094,3339500
2010-01-28,57.709999084472656,57.79999923706055,55.68000030517578,56.31999969482422,46.11629104614258,1439000
2010-01-29,56.83000183105469,57.86000061035156,55.66999816894531,55.90999984741211,45.78057098388672,2134700
2010-02-01,56.20000076293945,57.400001525878906,56.060001373291016,57.13999938964844,46.78773498535156,1622400
2010-02-02,57.54999923706055,58.209999084472656,57.20000076293945,58.13999938964844,47.60655212402344,1919400
2010-02-03,57.79999923706055,58.619998931884766,57.130001068115234,57.29999923706055,46.918739318847656,1800100
2010-02-04,56.52000045776367,56.7400016784668,54.93000030517578,54.93000030517578,44.97813415527344,1969200
2010-02-05,54.959999084472656,55.31999969482422,53.5,54.970001220703125,45.01087951660156,2101500
2010-02-08,54.95000076293945,55.16999816894531,53.95000076293945,54.540000915527344,44.65877914428711,1728200
2010-02-09,55.33000183105469,56.400001525878906,54.880001068115234,55.75,45.649566650390625,1651000
2010-02-10,55.70000076293945,55.97999954223633,54.86000061035156,55.54999923706055,45.485801696777344,1032700
2010-02-11,55.59000015258789,56.790000915527344,55.150001525878906,56.7599983215332,46.476566314697266,1370600
2010-02-12,55.90999984741211,57.650001525878906,55.209999084472656,56.08000183105469,45.919776916503906,2551600
2010-02-16,57.2400016784668,57.29999923706055,56.40999984741211,57.25,47.08772277832031,1561300
2010-02-17,57.75,58.33000183105469,57.2599983215332,58.189998626708984,47.86084747314453,1501600
2010-02-18,58.040000915527344,58.869998931884766,57.970001220703125,58.7599983215332,48.329673767089844,1522700
2010-02-19,58.59000015258789,59.290000915527344,58.20000076293945,59.0,48.527076721191406,1109200
2010-02-22,59.18000030517578,59.2400016784668,58.630001068115234,58.91999816894531,48.461265563964844,1249000
2010-02-23,58.720001220703125,59.060001373291016,57.7599983215332,58.310001373291016,47.95957565307617,1451100
2010-02-24,58.58000183105469,58.90999984741211,58.130001068115234,58.869998931884766,48.4201545715332,2075300
