close,high,low,open,volumefrom,volumeto
12.21,12.87,11.85,12.18,6808395.1,84823677.05
12.44,12.57,11.94,12.21,5799524.39,71218985.56
11.51,12.98,11.3,12.44,12407353.66,149549332.56
12.14,12.49,10.71,11.51,17682930.01,204657987.0
11.88,12.64,11.68,12.14,10020188.48,120999468.38
12.23,12.7,11.82,11.88,7589530.77,93351499.27
12.23,12.35,11.89,12.23,7385651.92,89582640.54
14.62,15.54,12.11,12.23,23818621.91,337464603.26
14.52,15.42,14.25,14.62,11674822.55,172102428.69
13.43,14.86,13.25,14.52,10976048.11,151008581.27
14.15,14.28,12.84,13.43,10722889.42,146102109.05
13.91,14.27,13.34,14.15,7421132.26,102696368.25
14.6,14.62,13.67,13.91,7671858.86,108074992.95
14.01,14.79,13.56,14.6,10237888.39,144020309.69
14.11,14.97,13.96,14.01,8450880.89,122397842.21
11.01,14.11,10.05,14.11,29925285.6,360036842.92
11.3,11.44,10.41,11.01,12679694.05,138303311.14
9.98,11.32,9.59,11.3,10055583.13,104367792.9
10.0,10.31,9.1,9.98,13929276.52,136455160.27
11.25,11.65,9.44,10.0,15861370.13,167905845.78
10.54,11.25,10.36,11.25,9361592.1,101312867.45
10.54,10.81,10.12,10.54,6593451.83,69258904.92
10.34,10.75,10.27,10.54,3406279.59,35757903.9
10.73,10.91,10.13,10.34,5443345.45,56960426.2
10.7,10.91,10.45,10.73,4262274.62,45322164.7
10.43,10.84,10.2,10.7,5978129.26,62478883.41
10.41,10.88,10.18,10.43,4554887.38,47935977.53
8.53,10.45,8.24,10.41,18658420.02,167733079.47
8.37,8.78,8.02,8.52,7505260.01,62386555.8
8.05,8.44,6.9,8.37,24506915.45,185123451.75
8.18,8.49,7.71,8.05,10742810.33,86951796.17
7.36,8.25,7.34,8.18,9453750.86,73956325.25
7.99,8.26,7.26,7.36,10146916.45,78775579.4
7.38,8.07,7.3,7.99,8070253.62,61912498.15
7.75,7.96,7.04,7.38,10020850.62,74229595.75
8.12,8.32,7.75,7.75,7967113.79,64315477.49
8.13,8.25,7.77,8.12,4457305.98,35793533.43
8.98,9.19,7.91,8.13,10900810.62,94478199.09
8.81,9.44,8.72,8.98,10298205.93,93408111.24
8.91,9.43,8.52,8.81,7261843.39,65182768.62
8.85,9.2,8.67,8.91,6797887.18,60729345.72
8.63,8.88,8.32,8.85,6183029.3,52986545.87
8.86,8.93,8.38,8.63,3645209.66,31370501.49
8.71,9.01,8.69,8.86,3462217.59,30583818.12
7.69,8.74,7.43,8.71,8335405.43,68205938.23
7.14,7.79,7.06,7.69,12247531.5,91033193.22
7.16,7.41,6.76,7.14,9517593.01,66979170.44
6.92,7.17,6.56,7.16,9519959.85,64342083.2
6.9,7.24,6.69,6.92,7340891.41,51379058.0
6.94,7.1,6.79,6.9,3952926.47,27473391.95
7.4,7.52,6.88,6.94,5905265.07,42787961.69
8.1,8.18,7.24,7.4,9838584.76,76490740.61
8.78,8.98,7.84,8.1,11301003.97,95076480.8
8.6,9.35,8.45,8.78,11069234.19,98469960.9
8.42,8.75,8.15,8.6,8461599.28,71205514.02
7.85,8.55,7.71,8.42,11974405.26,97634360.05
8.0,8.25,7.59,7.85,4912682.68,39094893.7
7.85,8.29,7.7,8.0,5564336.42,44665914.18
7.93,8.43,7.79,7.85,8058721.88,65286043.08
8.59,8.69,7.71,7.93,11090008.01,91887949.02
8.53,8.96,8.36,8.59,7810544.02,67572226.16
8.31,8.87,8.2,8.53,6039809.84,51581216.29
8.43,8.53,8.02,8.31,6519715.64,53830349.34
8.37,8.45,8.13,8.43,2411963.67,19985772.88
8.34,8.46,8.14,8.37,2231030.69,18503121.08
7.74,8.35,7.42,8.34,9093257.69,71349159.35
7.33,7.74,7.1,7.74,7308258.06,53652729.46
7.23,7.41,6.82,7.33,7769803.55,55559957.14
7.02,7.33,6.9,7.23,5226522.91,37020891.02
7.18,7.25,6.84,7.02,4874150.93,34342751.45
6.98,7.3,6.88,7.18,3421713.28,24147281.7
7.03,7.11,6.89,6.98,2680772.2,18779402.1
7.06,7.16,6.94,7.03,2810406.5,19719770.88
6.57,7.23,6.5,7.06,7092157.98,48829965.07
5.59,6.57,5.32,6.57,19007253.17,110710996.75
5.76,5.94,5.41,5.59,9169429.85,52162934.55
5.24,5.81,5.16,5.76,14325515.9,78525927.15
4.96,5.33,4.82,5.24,13596800.55,68924438.84
4.96,5.17,4.89,4.96,7578239.68,38117190.95
4.58,5.17,4.47,4.96,10876362.34,52693161.35
4.57,4.6,4.18,4.58,11617136.1,50476645.53
4.63,4.92,4.56,4.57,9872348.99,46597994.53
4.51,4.81,4.42,4.63,7143637.74,33074605.77
5.58,5.59,4.49,4.51,14228762.0,71725388.53
5.08,5.65,4.81,5.58,12632047.11,65785337.71
5.29,5.38,4.94,5.08,7324518.42,38012475.41
4.7,5.35,4.66,5.29,9595594.46,48054932.87
4.9,4.97,4.66,4.7,7075385.23,33933438.97
4.71,5.36,4.5,4.9,14274765.73,70400397.57
4.9,4.95,4.67,4.71,5792528.9,27773012.81
5.05,5.12,4.77,4.9,7594069.3,37612351.32
5.04,5.07,4.91,5.05,3317946.68,16613047.0
4.95,5.06,4.82,5.04,3565634.57,17478057.41
5.38,5.43,4.91,4.95,8784977.67,45582267.97
5.91,6.04,5.3,5.38,11346605.49,63731634.62
6.13,6.5,5.79,5.91,15199112.96,92876086.37
6.07,6.27,5.75,6.13,10069557.13,59816307.92
6.4,6.49,5.94,6.07,9176765.71,57318586.59
6.66,6.83,6.4,6.4,9843898.79,65690042.68
6.64,6.7,6.32,6.66,6740222.1,43898493.24
6.47,6.73,6.37,6.64,5076081.76,33022443.51
6.48,6.66,6.32,6.47,6582937.68,42802120.75
5.16,6.6,5.13,6.48,19459116.3,112472814.85
5.23,5.24,4.84,5.16,14445361.72,72797488.26
5.06,5.33,4.91,5.23,9625667.31,49070740.58
4.74,5.15,4.61,5.06,5750343.89,28017187.17
4.94,5.17,4.66,4.74,7800187.15,38739892.33
5.03,5.12,4.88,4.94,4663268.84,23352370.16
4.99,5.09,4.73,5.03,6254786.76,30773479.34
4.94,5.0,4.77,4.99,5844502.55,28426417.73
5.39,5.55,4.93,4.94,11495628.76,60336501.4
5.23,5.54,5.13,5.39,7867946.53,41815442.46
5.34,5.53,5.21,5.23,4094004.05,22094880.39
5.41,5.49,5.2,5.34,3324609.9,17810391.93
4.84,5.48,4.65,5.41,12793533.62,64028118.21
5.06,5.27,4.76,4.84,10494271.89,52279212.74
5.25,5.37,4.91,5.06,7646109.45,39164598.3
5.77,5.95,5.18,5.25,9555652.35,52380313.77
6.19,6.22,5.64,5.77,13220114.95,77681128.68
5.94,6.31,5.78,6.19,6972952.89,41818916.54
6.03,6.16,5.82,5.94,4269695.17,25650945.51
5.67,6.04,5.59,6.03,5724239.64,32937405.78
5.42,5.67,5.0,5.67,12702200.56,66871829.61
